nom_fr,year,month,day,date,NDDI_median
Guelmim-Oued Noun,2026,6,10,2026-06-10,12.019852014087045
Laâyoune-Sakia El Hamra,2026,6,10,2026-06-10,49.174872011629034
Souss-Massa,2026,6,10,2026-06-10,7.030768325247123
Dakhla-Oued Ed-Dahab,2026,6,10,2026-06-10,5.80468827826317
Tanger-Tétouan-Al Hoceima,2026,6,10,2026-06-10,1.410704976759248
Drâa-Tafilalet,2026,6,10,2026-06-10,8.797574630963197
Marrakech-Safi,2026,6,10,2026-06-10,2.227217120496739
l'Oriental,2026,6,10,2026-06-10,4.719484426442257
Béni Mellal-Khénifra,2026,6,10,2026-06-10,1.9903694578855247
Casablanca-Settat,2026,6,10,2026-06-10,2.4304134199833527
Rabat-Salé-Kénitra,2026,6,10,2026-06-10,1.7501521887314853
Fès-Meknès,2026,6,18,2026-06-18,2.54622486419156
Guelmim-Oued Noun,2026,6,18,2026-06-18,12.70677359900489
Laâyoune-Sakia El Hamra,2026,6,18,2026-06-18,16.78540448782464
Souss-Massa,2026,6,18,2026-06-18,7.275179632613216
Dakhla-Oued Ed-Dahab,2026,6,18,2026-06-18,6.498124142729405
Tanger-Tétouan-Al Hoceima,2026,6,18,2026-06-18,1.420046769730923
Drâa-Tafilalet,2026,6,18,2026-06-18,10.431015888544916
Marrakech-Safi,2026,6,18,2026-06-18,2.3063610514831363
l'Oriental,2026,6,18,2026-06-18,4.620249825269829
Béni Mellal-Khénifra,2026,6,18,2026-06-18,2.1627695336978237
Casablanca-Settat,2026,6,18,2026-06-18,2.3964457641580643
Rabat-Salé-Kénitra,2026,6,18,2026-06-18,1.853504121767868
Fès-Meknès,2026,6,26,2026-06-26,2.836590070720686
Guelmim-Oued Noun,2026,6,26,2026-06-26,15.589110658064882
Laâyoune-Sakia El Hamra,2026,6,26,2026-06-26,20.190964534331023
Souss-Massa,2026,6,26,2026-06-26,9.383090587027759
Dakhla-Oued Ed-Dahab,2026,6,26,2026-06-26,5.997841215202288
Tanger-Tétouan-Al Hoceima,2026,6,26,2026-06-26,1.565181224301573
Drâa-Tafilalet,2026,6,26,2026-06-26,13.987120694342883
Marrakech-Safi,2026,6,26,2026-06-26,2.389288679421519
l'Oriental,2026,6,26,2026-06-26,9.6448023015067
Béni Mellal-Khénifra,2026,6,26,2026-06-26,2.3854031241326434
Casablanca-Settat,2026,6,26,2026-06-26,2.678829192362138
Rabat-Salé-Kénitra,2026,6,26,2026-06-26,2.1424170174553874
Fès-Meknès,2026,7,4,2026-07-04,2.7978681007411637
Guelmim-Oued Noun,2026,7,4,2026-07-04,14.616173299654038
Laâyoune-Sakia El Hamra,2026,7,4,2026-07-04,19.01333189252131
Souss-Massa,2026,7,4,2026-07-04,8.187197002875712
Dakhla-Oued Ed-Dahab,2026,7,4,2026-07-04,7.806266970418938
Tanger-Tétouan-Al Hoceima,2026,7,4,2026-07-04,1.626956687314141
Drâa-Tafilalet,2026,7,4,2026-07-04,17.126605349179137
Marrakech-Safi,2026,7,4,2026-07-04,2.6557924099752697
l'Oriental,2026,7,4,2026-07-04,4.5356950873764434
Béni Mellal-Khénifra,2026,7,4,2026-07-04,2.5447678170797854
Casablanca-Settat,2026,7,4,2026-07-04,2.6819820812521433
Rabat-Salé-Kénitra,2026,7,4,2026-07-04,2.1669080304573254
Fès-Meknès,2026,7,12,2026-07-12,2.7197803593709824
Guelmim-Oued Noun,2026,7,12,2026-07-12,13.79086122527227
Laâyoune-Sakia El Hamra,2026,7,12,2026-07-12,17.073011927213038
Souss-Massa,2026,7,12,2026-07-12,8.40628718214091
Dakhla-Oued Ed-Dahab,2026,7,12,2026-07-12,4.537941335237901
Tanger-Tétouan-Al Hoceima,2026,7,12,2026-07-12,1.627110734714107
Drâa-Tafilalet,2026,7,12,2026-07-12,19.973882969452287
Marrakech-Safi,2026,7,12,2026-07-12,2.4838640389547666
l'Oriental,2026,7,12,2026-07-12,4.476678457257073
Béni Mellal-Khénifra,2026,7,12,2026-07-12,2.3564643445486912
Casablanca-Settat,2026,7,12,2026-07-12,2.7640819484855057
Rabat-Salé-Kénitra,2026,7,12,2026-07-12,1.9620166302934097
